,level_0,index,Student_ID,Gender,Country_HDI,Country_HDI.fin,Certif.bin,age,iteration_quest,Exam.score,Exam.bin,Assignment.score,Assignment.bin,Quizz.1.score,Quizz.1.bin,Quizz.2.score,Quizz.2.bin,Quizz.3.score,Quizz.3.bin,Quizz.4.bin,Quizz.4.score,Quizz.5.bin,Quizz.5.score,Intro.MOOC,Prez.sem.1,S1.L1,S1.L2,S1.L3,S1.L4,S1.L5,S1.L6,Prez.sem.2,S2.L1,S2.L2,S2.L3,S2.L4,S2.L5,S2.L6,Prez.sem.3,S3.L1.1,S3.L1.2,S3.L2,S3.L3,S3.L4,S3.L5,Prez.sem.4,S4.L1.1,S4.L1.2,S4.L2,S4.L3,S4.L4,S4.L5,Prez.sem.5,S5.L1.1,S5.L1.2,S5.L2,S5.L3,S5.L4,S5.L5,Post.forum.0,view.forum.0,Post.forum.1,Post.forum.1.2,view.forum.1,view.forum.1.2,Post.forum.2,Post.forum.2.2,view.forum.2,view.forum.2.2,Post.forum.3,view.forum.3,Post.forum.4,Post.forum.4.2,view.forum.4,view.forum.4.2,Post.forum.5,Post.forum.5.2,view.forum.5,view.forum.5.2,last.video,last.quizz,view.forum.fonc.cours,Post.forum.fonc.cours,Assignment.choice,iteration_effec,Nb_Quizz_Realises,Nb_Videos_Visionnees,HDI,status
8615,8615,650.0,27138.0,un homme,TH,TH,,,2,33.2833333333333,1,,0,13.2,1,19.3333333333333,1,17.3333333333333,1,1,18.0,1,18.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,35,5,,,0,2,5,30,TH,completer
8616,8616,651.0,27727.0,une femme,TH,TH,,,2,31.5,1,85.25,1,14.5,1,16.0,1,18.0,1,1,20.0,1,18.0,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,29,5,,,2,2,5,8,TH,completer
8617,8617,652.0,30412.0,,,,,,2,,0,,0,,0,,0,,0,0,,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,2,0,0,,
8618,8618,653.0,27298.0,,,,,,2,,0,,0,,0,,0,,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,,
8619,8619,654.0,22305.0,,,,,,2,,0,,0,14.5,1,16.0,1,20.0,1,0,,0,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,3,,,0,2,3,18,,disengaging_learner
8620,8620,655.0,27516.0,,,,,,2,,0,,0,,0,,0,,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,,
8621,8621,656.0,27087.0,une femme,TH,TH,,,2,,0,88.5,1,16.0,1,18.3333333333333,1,18.0,1,1,18.0,1,17.0,,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,25,5,,,1,2,5,9,TH,
8622,8622,657.0,31460.0,un homme,TH,TH,,,2,27.7,1,,0,13.0,1,18.3333333333333,1,17.3333333333333,1,1,15.0,1,18.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,31,5,,,0,2,5,26,TH,completer
8623,8623,658.0,11178.0,un homme,TH,TH,,,2,,0,,0,,0,,0,,0,0,,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,2,0,0,TH,
8624,8624,659.0,27697.0,,,,,,2,,0,,0,,0,,0,,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,,
8625,8625,660.0,28197.0,,,,,,2,,0,,0,,0,,0,,0,0,,0,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,0,2,0,1,,disengaging_learner
8626,8626,661.0,26785.0,un homme,TH,TH,,,2,35.7,1,68.4,1,20.0,1,15.0,1,14.6666666666667,1,1,20.0,1,16.0,,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,33,5,,,1,2,5,18,TH,completer
8627,8627,662.0,2598.0,,,,,,2,,0,,0,,0,,0,,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,,
8628,8628,663.0,32782.0,,,,,,2,,0,,0,,0,,0,,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,,
8629,8629,664.0,33055.0,un homme,TH,TH,,,2,,0,0.0,1,15.0,1,16.0,1,,0,0,,0,,,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,,,1,2,2,12,TH,
8630,8630,665.0,27397.0,,,,,,2,,0,,0,,0,,0,,0,0,,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,2,0,0,,
8631,8631,666.0,17497.0,,,,,,2,,0,,0,,0,,0,,0,0,,0,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,0,2,0,1,,disengaging_learner
8632,8632,667.0,30218.0,,,,,,2,,0,,0,,0,,0,,0,0,,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,0,2,0,1,,disengaging_learner
8633,8633,668.0,28956.0,une femme,TH,TH,,,2,36.9166666666667,1,79.75,1,18.0,1,16.6666666666667,1,18.6666666666667,1,1,19.0,1,20.0,,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,35,5,,,1,2,5,24,TH,completer
8634,8634,669.0,28147.0,,,,,,2,,0,,0,,0,,0,,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,,
8635,8635,670.0,31140.0,une femme,TH,TH,,,2,,0,,0,,0,,0,,0,0,,0,,,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,,,0,2,0,13,TH,disengaging_learner
8636,8636,671.0,32204.0,un homme,TH,TH,,,2,42.5833333333333,1,87.2,1,13.0,1,19.0,1,19.3333333333333,1,1,20.0,1,18.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,35,5,,,2,2,5,30,TH,completer
8637,8637,672.0,31598.0,,,,,,2,,0,,0,,0,,0,,0,0,,0,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,0,2,0,2,,disengaging_learner
8638,8638,673.0,26661.0,une femme,TH,TH,,,2,39.75,1,92.0,1,10.2,1,19.3333333333333,1,20.0,1,1,20.0,1,20.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,35,5,,,2,2,5,30,TH,completer
8639,8639,674.0,14348.0,,,,,,2,,0,,0,,0,,0,,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,,
8640,8640,675.0,29831.0,,,,,,2,,0,,0,,0,,0,,0,0,,0,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,,,0,2,0,6,,disengaging_learner
8641,8641,676.0,21608.0,une femme,TH,TH,,,2,,0,,0,,0,,0,,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,TH,
8642,8642,677.0,27886.0,une femme,TH,TH,,,2,38.45,1,73.67,1,18.0,1,16.6666666666667,1,20.0,1,1,20.0,1,18.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,35,5,,,2,2,5,30,TH,completer
8643,8643,678.0,24048.0,une femme,TH,TH,,,2,38.25,1,56.5,1,20.0,1,18.6666666666667,1,17.3333333333333,1,1,20.0,1,20.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,35,5,,,2,2,5,30,TH,completer
8644,8644,679.0,26660.0,,,,,,2,,0,,0,,0,,0,,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,0,2,0,0,,
8645,8645,680.0,16542.0,,,,,,2,34.85,1,62.33,1,12.1,1,17.6666666666667,1,19.3333333333333,1,1,18.0,1,15.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,35,5,,,1,2,5,30,,completer
8646,8646,681.0,28268.0,,,,,,2,,0,,0,12.7,1,,0,,0,0,,0,,,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,,,0,2,1,6,,disengaging_learner
8647,8647,682.0,27628.0,une femme,TH,TH,,,2,35.4166666666667,1,86.25,1,16.7,1,16.0,1,16.0,1,1,20.0,1,19.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,35,5,,,2,2,5,30,TH,completer
8648,8648,683.0,27824.0,un homme,TH,TH,,,2,38.5833333333333,1,74.0,1,18.3,1,18.0,1,16.6666666666667,1,1,20.0,1,20.0,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,35,5,,,2,2,5,27,TH,completer
8649,8649,684.0,32942.0,,,,,,2,,0,,0,,0,,0,,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,,
8650,8650,685.0,27738.0,une femme,TH,TH,,,2,,0,,0,17.6,1,,0,,0,0,,0,,,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27,1,,,0,2,1,22,TH,disengaging_learner
8651,8651,686.0,20416.0,,,,,,2,,0,,0,,0,,0,,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,,
8652,8652,687.0,26938.0,une femme,B,B,,,2,,0,,0,,0,,0,,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,B,
8653,8653,688.0,26934.0,un homme,,,,,2,40.5833333333333,1,84.0,1,17.0,1,16.0,1,18.6666666666667,1,1,20.0,1,18.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,35,5,,,1,2,5,30,,completer
8654,8654,689.0,30207.0,un homme,TH,TH,,,2,,0,,0,19.0,1,15.0,1,12.0,1,1,18.0,1,15.0,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,27,5,,,0,2,5,7,TH,disengaging_learner
8655,8655,690.0,31184.0,une femme,TH,TH,,,2,,0,,0,15.5,1,,0,,0,0,,0,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,,,0,2,1,1,TH,disengaging_learner
8656,8656,691.0,28547.0,un homme,TH,TH,,,2,,0,,0,13.5,1,17.3333333333333,1,17.3333333333333,1,0,,0,,,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,35,3,,,0,2,3,29,TH,disengaging_learner
8657,8657,692.0,29402.0,,,,,,2,,0,,0,,0,,0,,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,,
8658,8658,693.0,33240.0,un homme,TH,TH,,,2,,0,,0,,0,,0,,0,0,,0,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,,,0,2,0,12,TH,disengaging_learner
8659,8659,694.0,3034.0,un homme,TH,TH,,,2,,0,15.0,1,14.0,1,16.0,1,,0,0,,0,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,2,,,1,2,2,6,TH,
8660,8660,695.0,32050.0,,,,,,2,,0,,0,,0,,0,,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,,
8661,8661,696.0,16854.0,un homme,B,B,,,2,,0,,0,,0,,0,,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,B,
8662,8662,697.0,28426.0,une femme,TH,TH,,,2,40.5833333333333,1,81.5,1,14.7,1,17.6666666666667,1,20.0,1,1,20.0,1,18.0,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22,5,,,2,2,5,2,TH,completer
8663,8663,698.0,26582.0,,,,,,2,,0,,0,,0,,0,,0,0,,0,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,0,2,0,1,,disengaging_learner
8664,8664,699.0,26905.0,un homme,TH,TH,,,2,33.85,1,82.5,1,13.0,1,16.6666666666667,1,17.3333333333333,1,1,20.0,1,15.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,35,5,,,1,2,5,29,TH,completer
8665,8665,700.0,30729.0,,,,,,2,,0,,0,,0,,0,,0,0,,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,0,2,0,1,,disengaging_learner
8666,8666,701.0,24115.0,un homme,H,H&M,,,2,,0,,0,,0,,0,,0,0,,0,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,,,0,2,0,6,I,disengaging_learner
8667,8667,702.0,31239.0,un homme,B,B,,,2,34.0,1,62.67,1,13.2,1,17.6666666666667,1,19.3333333333333,1,1,18.0,1,18.0,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,22,5,,,1,2,5,0,B,completer
8668,8668,703.0,19778.0,un homme,TH,TH,,,2,,0,,0,18.0,1,,0,,0,0,,0,,,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,,,0,2,1,7,TH,disengaging_learner
8669,8669,704.0,29339.0,un homme,TH,TH,,,2,34.0,1,89.33,1,17.0,1,18.6666666666667,1,18.0,1,1,18.0,1,17.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,35,5,,,1,2,5,30,TH,completer
8670,8670,705.0,31681.0,,,,,,2,,0,,0,,0,,0,,0,0,,0,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,,,0,2,0,3,,disengaging_learner
8671,8671,706.0,27037.0,une femme,TH,TH,,,2,38.75,1,90.25,1,15.8,1,18.0,1,16.0,1,1,18.0,1,19.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,35,5,,,2,2,5,30,TH,completer
8672,8672,707.0,27400.0,,,,,,2,,0,,0,,0,,0,,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,,
8673,8673,708.0,26776.0,,,,,,2,,0,,0,,0,,0,,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,,
8674,8674,709.0,29684.0,,,,,,2,,0,,0,,0,,0,,0,0,,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,2,0,0,,
8675,8675,710.0,26764.0,,,,,,2,,0,,0,13.5,1,,0,,0,0,,0,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,,,0,2,1,12,,disengaging_learner
8676,8676,711.0,26765.0,un homme,TH,TH,,,2,,0,,0,11.3,1,,0,,0,0,,0,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,,,0,2,1,6,TH,disengaging_learner
8677,8677,712.0,16666.0,,,,,,2,,0,,0,,0,,0,,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,,
8678,8678,713.0,1365.0,,,,,,2,,0,,0,,0,,0,,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,,
8679,8679,714.0,30373.0,une femme,TH,TH,,,2,,0,,0,,0,,0,,0,0,,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,2,0,0,TH,
8680,8680,715.0,26928.0,,,,,,2,,0,,0,,0,,0,,0,0,,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,2,0,0,,
8681,8681,716.0,29672.0,,,,,,2,,0,,0,,0,,0,,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,,
8682,8682,717.0,33008.0,,,,,,2,,0,,0,9.9,1,,0,,0,0,,0,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,,,0,2,1,1,,disengaging_learner
8683,8683,718.0,13730.0,,,,,,2,,0,,0,,0,,0,,0,0,,0,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,0,2,0,2,,disengaging_learner
8684,8684,719.0,27629.0,un homme,TH,TH,,,2,,0,,0,16.2,1,,0,,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,2,1,0,TH,disengaging_learner
8685,8685,720.0,31250.0,une femme,TH,TH,,,2,,0,,0,20.0,1,18.6666666666667,1,18.0,1,1,19.0,1,17.0,,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35,5,,,0,2,5,26,TH,disengaging_learner
