,level_0,index,Student_ID,Gender,Country_HDI,Country_HDI.fin,Certif.bin,age,iteration_quest,Exam.score,Exam.bin,Assignment.score,Assignment.bin,Quizz.1.score,Quizz.1.bin,Quizz.2.score,Quizz.2.bin,Quizz.3.score,Quizz.3.bin,Quizz.4.bin,Quizz.4.score,Quizz.5.bin,Quizz.5.score,Intro.MOOC,Prez.sem.1,S1.L1,S1.L2,S1.L3,S1.L4,S1.L5,S1.L6,Prez.sem.2,S2.L1,S2.L2,S2.L3,S2.L4,S2.L5,S2.L6,Prez.sem.3,S3.L1.1,S3.L1.2,S3.L2,S3.L3,S3.L4,S3.L5,Prez.sem.4,S4.L1.1,S4.L1.2,S4.L2,S4.L3,S4.L4,S4.L5,Prez.sem.5,S5.L1.1,S5.L1.2,S5.L2,S5.L3,S5.L4,S5.L5,Post.forum.0,view.forum.0,Post.forum.1,Post.forum.1.2,view.forum.1,view.forum.1.2,Post.forum.2,Post.forum.2.2,view.forum.2,view.forum.2.2,Post.forum.3,view.forum.3,Post.forum.4,Post.forum.4.2,view.forum.4,view.forum.4.2,Post.forum.5,Post.forum.5.2,view.forum.5,view.forum.5.2,last.video,last.quizz,view.forum.fonc.cours,Post.forum.fonc.cours,Assignment.choice,iteration_effec,Nb_Quizz_Realises,Nb_Videos_Visionnees,HDI,status
855,855,855.0,10851.0,une femme,TH,TH,,,1,,0,,0,17.0,1,20.0,1,19.33,1,1,20.0,1,20.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,35,5,,,,1,5,29,TH,disengaging_learner
856,856,856.0,12117.0,un homme,TH,TH,,,1,,0,,0,18.0,1,20.0,1,20.0,1,1,20.0,1,17.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35,5,,,,1,5,30,TH,disengaging_learner
857,857,857.0,19557.0,un homme,TH,TH,,,1,,0,,0,,0,,0,,0,0,,0,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,,,,1,0,4,TH,disengaging_learner
858,858,858.0,15692.0,,,,,,1,,0,,0,,0,,0,,0,0,,0,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,,,,1,0,0,,
859,859,859.0,18547.0,un homme,TH,TH,,,1,,0,79.0,1,18.0,1,20.0,1,19.0,1,1,20.0,1,16.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35,5,,,,1,5,26,TH,
860,860,860.0,14861.0,un homme,TH,TH,,,1,,0,,0,18.0,1,20.0,1,20.0,1,0,,0,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,3,,,,1,3,18,TH,disengaging_learner
861,861,861.0,13637.0,une femme,TH,TH,,,1,,0,,0,,0,,0,,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,TH,
862,862,862.0,7886.0,un homme,M,H&M,,,1,,0,,0,14.0,1,,0,,0,0,,0,,,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,,,,1,1,7,I,disengaging_learner
863,863,863.0,386.0,une femme,TH,TH,,,1,,0,,0,,0,,0,,0,0,,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,1,0,1,TH,disengaging_learner
864,864,864.0,11470.0,un homme,TH,TH,,,1,,0,72.0,1,17.0,1,20.0,1,18.67,1,1,19.33,1,20.0,,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,28,5,,,,1,5,9,TH,
865,865,865.0,13501.0,,,,,,1,,0,,0,,0,,0,,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,,
866,866,866.0,8611.0,une femme,M,H&M,,,1,,0,,0,17.0,1,20.0,1,,0,0,,0,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,,,,1,2,6,I,disengaging_learner
867,867,867.0,15131.0,,,,,,1,,0,,0,,0,,0,,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,,
868,868,868.0,14202.0,un homme,TH,TH,,,1,,0,59.0,1,7.0,1,12.0,1,12.0,1,1,14.0,1,18.0,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,5,,,,1,5,6,TH,
869,869,869.0,19462.0,,,,,,1,,0,,0,,0,,0,,0,0,,0,,,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,,,,1,0,3,,disengaging_learner
870,870,870.0,14238.0,un homme,TH,TH,,,1,,0,87.0,1,17.0,1,18.0,1,20.0,1,1,20.0,1,20.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,35,5,,,,1,5,30,TH,
871,871,871.0,14887.0,un homme,TH,TH,,,1,,0,0.0,1,14.0,1,14.0,1,19.33,1,0,,0,,,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,,,,1,3,12,TH,
872,872,872.0,11676.0,un homme,TH,TH,,,1,,0,,0,18.0,1,20.0,1,18.0,1,1,19.0,1,19.0,,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,,,,1,5,5,TH,disengaging_learner
873,873,873.0,18596.0,,,,,,1,,0,,0,,0,,0,,0,0,,0,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,,,,1,0,6,,disengaging_learner
874,874,874.0,16562.0,une femme,TH,TH,,,1,,0,71.0,1,18.0,1,20.0,1,17.33,1,1,18.0,1,20.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,35,5,,,,1,5,30,TH,
875,875,875.0,19429.0,un homme,TH,TH,,,1,,0,70.0,1,18.0,1,20.0,1,17.33,1,1,20.0,1,15.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,35,5,,,,1,5,29,TH,
876,876,876.0,16907.0,un homme,TH,TH,,,1,,0,,0,20.0,1,,0,,0,0,,0,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,,,,1,1,1,TH,disengaging_learner
877,877,877.0,13670.0,un homme,TH,TH,,,1,,0,,0,,0,,0,,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,TH,
878,878,878.0,13597.0,un homme,TH,TH,,,1,,0,,0,14.0,1,18.0,1,18.0,1,0,,0,,,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,34,3,,,,1,3,23,TH,disengaging_learner
879,879,879.0,8539.0,un homme,H,H&M,,,1,,0,,0,,0,,0,,0,0,,0,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,,,,1,0,3,I,disengaging_learner
880,880,880.0,18194.0,une femme,TH,TH,,,1,,0,,0,6.0,1,12.0,1,12.33,1,0,,0,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,3,,,,1,3,17,TH,disengaging_learner
881,881,881.0,7245.0,un homme,H,H&M,,,1,,0,0.0,1,16.0,1,18.0,1,17.33,1,1,0.0,0,,,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,4,,,,1,4,12,I,
882,882,882.0,16676.0,un homme,B,B,,,1,,0,,0,,0,,0,,0,0,,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,1,0,0,B,
883,883,883.0,16003.0,un homme,TH,TH,,,1,,0,,0,11.0,1,20.0,1,12.0,1,1,16.0,0,,,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,4,,,,1,4,26,TH,disengaging_learner
884,884,884.0,18455.0,,,,,,1,,0,,0,,0,,0,,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,,
885,885,885.0,19281.0,,,,,,1,,0,,0,,0,,0,,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,,
886,886,886.0,12493.0,une femme,TH,TH,,,1,,0,,0,15.0,1,18.0,1,,0,0,,0,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,,,,1,2,11,TH,disengaging_learner
887,887,887.0,19083.0,un homme,TH,TH,,,1,,0,,0,7.0,1,,0,,0,0,,0,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,,,,1,1,2,TH,disengaging_learner
888,888,888.0,19190.0,,,,,,1,,0,,0,,0,,0,,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,,
889,889,889.0,17743.0,,,,,,1,,0,,0,10.0,1,,0,,0,0,,0,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,,,,1,1,1,,disengaging_learner
890,890,890.0,19572.0,une femme,TH,TH,,,1,,0,62.0,1,13.0,1,18.0,1,18.0,1,1,20.0,1,15.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35,5,,,,1,5,30,TH,
891,891,891.0,19541.0,,,,,,1,,0,,0,,0,,0,,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,,
892,892,892.0,16419.0,,,,,,1,,0,64.0,1,6.0,1,18.0,1,16.67,1,1,20.0,0,,,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,35,4,,,,1,4,13,,
893,893,893.0,15344.0,un homme,TH,TH,,,1,,0,93.0,1,17.0,1,18.0,1,18.0,1,1,19.0,1,17.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,22,5,,,,1,5,11,TH,
894,894,894.0,11850.0,un homme,TH,TH,,,1,,0,,0,18.0,1,,0,,0,0,,0,,,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,,,,1,1,2,TH,disengaging_learner
895,895,895.0,15640.0,une femme,TH,TH,,,1,,0,76.0,1,16.0,1,20.0,1,19.33,1,1,20.0,1,18.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,35,5,,,,1,5,29,TH,
896,896,896.0,17162.0,un homme,TH,TH,,,1,,0,92.0,1,17.0,1,20.0,1,20.0,1,1,20.0,1,19.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,35,5,,,,1,5,29,TH,
897,897,897.0,18469.0,un homme,TH,TH,,,1,,0,68.0,1,16.0,1,20.0,1,16.33,1,1,17.33,1,19.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,28,5,,,,1,5,6,TH,
898,898,898.0,17776.0,un homme,TH,TH,,,1,,0,,0,16.0,1,,0,,0,0,,0,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,,,,1,1,5,TH,disengaging_learner
899,899,899.0,12286.0,un homme,TH,TH,,,1,,0,75.0,1,19.0,1,20.0,1,18.0,1,1,20.0,1,20.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,23,5,,,,1,5,12,TH,
900,900,900.0,11159.0,un homme,TH,TH,,,1,,0,74.0,1,20.0,1,20.0,1,20.0,1,1,20.0,1,20.0,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,35,5,,,,1,5,18,TH,
901,901,901.0,12573.0,un homme,TH,TH,,,1,,0,,0,17.0,1,20.0,1,15.33,1,1,19.33,1,18.0,,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,35,5,,,,1,5,29,TH,disengaging_learner
902,902,902.0,18024.0,un homme,TH,TH,,,1,,0,,0,15.0,1,,0,,0,0,,0,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,,,,1,1,0,TH,disengaging_learner
903,903,903.0,518.0,,,,,,1,,0,,0,,0,,0,,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,,
904,904,904.0,6674.0,une femme,H,H&M,,,1,,0,,0,,0,,0,,0,0,,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,,,1,0,0,I,
905,905,905.0,11351.0,un homme,H,H&M,,,1,,0,,0,,0,,0,,0,0,,0,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,,,,1,0,6,I,disengaging_learner
906,906,906.0,13706.0,un homme,TH,TH,,,1,,0,85.0,1,18.0,1,20.0,1,18.0,1,1,20.0,1,18.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35,5,,,,1,5,29,TH,
907,907,907.0,14743.0,une femme,M,H&M,,,1,,0,,0,11.0,1,20.0,1,16.67,1,0,,0,,,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,3,,,,1,3,10,I,disengaging_learner
908,908,908.0,16140.0,,,,,,1,,0,,0,13.0,1,,0,,0,0,,0,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,,,,1,1,5,,disengaging_learner
909,909,909.0,11568.0,une femme,TH,TH,,,1,,0,70.0,1,16.0,1,20.0,1,20.0,1,1,18.0,1,20.0,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,35,5,,,,1,5,26,TH,
910,910,910.0,10435.0,un homme,TH,TH,,,1,,0,,0,,0,,0,,0,0,,0,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,,,,1,0,3,TH,disengaging_learner
911,911,911.0,11550.0,,,,,,1,,0,,0,,0,,0,,0,0,,0,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,,,,1,0,9,,disengaging_learner
912,912,912.0,16362.0,un homme,TH,TH,,,1,,0,,0,,0,,0,,0,0,,0,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,1,0,1,TH,disengaging_learner
913,913,913.0,17304.0,un homme,B,B,,,1,,0,,0,,0,,0,,0,0,,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,,,,1,0,0,B,
914,914,914.0,18020.0,une femme,TH,TH,,,1,,0,0.0,1,15.0,1,16.0,1,19.33,1,1,20.0,0,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,30,4,,,,1,4,24,TH,
915,915,915.0,11706.0,,,,,,1,,0,,0,,0,,0,,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,,
916,916,916.0,17180.0,,,,,,1,,0,,0,,0,,0,,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,,
917,917,917.0,18476.0,,,,,,1,,0,,0,,0,,0,,0,0,,0,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,,,,1,0,0,,
918,918,918.0,15244.0,une femme,M,H&M,,,1,,0,80.0,1,17.0,1,20.0,1,20.0,1,1,18.67,1,20.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,35,5,,,,1,5,29,I,
919,919,919.0,16834.0,,,,,,1,,0,,0,,0,,0,,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,,
920,920,920.0,17841.0,une femme,B,B,,,1,,0,91.0,1,18.0,1,20.0,1,20.0,1,1,19.33,1,18.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,35,5,,,,1,5,29,B,
921,921,921.0,12246.0,une femme,TH,TH,,,1,,0,82.0,1,19.0,1,18.0,1,19.33,1,1,19.0,1,16.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,35,5,,,,1,5,30,TH,
922,922,922.0,15930.0,un homme,TH,TH,,,1,,0,,0,18.0,1,,0,,0,0,,0,,,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,,,,1,1,3,TH,disengaging_learner
923,923,923.0,12642.0,un homme,TH,TH,,,1,,0,,0,,0,,0,,0,0,,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,1,0,1,TH,disengaging_learner
924,924,924.0,12111.0,,,,,,1,,0,,0,16.0,1,,0,,0,0,,0,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,,,,1,1,1,,disengaging_learner
925,925,925.0,15749.0,,,,,,1,,0,,0,,0,,0,,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,,
926,926,926.0,15549.0,,,,,,1,,0,,0,,0,,0,,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,,
